1001AY38Z	09.12.2022 11.57.48,951000000
1001AXZMR	02.12.2022 13.53.22,268000000
1001AXZMQ	02.12.2022 11.57.47,507000000
1001AXZMP	02.12.2022 11.57.22,912000000
1001AXZML	02.12.2022 12.00.03,390000000
1001AXZMJ	02.12.2022 11.52.24,055000000
1001AXZMH	02.12.2022 11.54.16,139000000
1001AXZME	02.12.2022 11.53.56,383000000
1001AXZMD	02.12.2022 11.50.23,517000000
1001AXZMB	02.12.2022 12.12.42,017000000
1001AXZM9	02.12.2022 11.57.36,751000000
1001AXZM7	02.12.2022 11.46.02,056000000
1001AXZM4	02.12.2022 11.45.12,226000000
1001AXZM3	02.12.2022 11.55.41,368000000
1001AXZM2	02.12.2022 11.50.03,553000000
1001AXZLZ	02.12.2022 11.52.02,514000000
1001AXZLY	02.12.2022 11.33.45,981000000
1001AXZLU	02.12.2022 11.47.01,836000000
1001AXZLT	02.12.2022 11.35.30,872000000
1001AXZLP	02.12.2022 11.34.06,692000000
1001AXZLo	02.12.2022 11.24.25,079000000
1001AXZLN	02.12.2022 11.33.03,259000000
1001AXZLK	02.12.2022 11.34.15,073000000
1001AXZLH	02.12.2022 11.19.16,100000000
1001AXZLG	02.12.2022 11.22.58,020000000
1001AXZLE	02.12.2022 11.19.58,982000000
1001AXZLC	02.12.2022 11.21.27,227000000
1001AXZLB	02.12.2022 11.15.13,431000000
1001AXZL9	02.12.2022 11.24.50,949000000
1001AXZL8	02.12.2022 11.14.26,238000000
1001AXZL7	02.12.2022 11.13.58,501000000
1001AXZL4	02.12.2022 11.14.29,515000000
1001AXZL3	02.12.2022 11.14.12,911000000
1001AXZL2	02.12.2022 11.44.06,502000000
1001AXZL0	02.12.2022 11.11.04,941000000
1001AXZKZ	02.12.2022 11.23.05,777000000
1001AXZKY	02.12.2022 11.42.38,753000000
1001AXZKS	02.12.2022 11.05.52,464000000
1001AXZKQ	02.12.2022 10.59.15,728000000
1001AXZKP	02.12.2022 11.02.54,134000000
1001AXZKM	02.12.2022 10.56.28,122000000
1001AXZKL	02.12.2022 11.22.28,741000000
1001AXZKK	02.12.2022 11.01.25,510000000
1001AXZKi	02.12.2022 10.51.12,690000000
1001AXZKB	02.12.2022 10.49.39,342000000
1001AXZK9	02.12.2022 10.41.02,474000000
1001AXZK8	02.12.2022 10.43.15,227000000
1001AXZK4	02.12.2022 10.39.12,766000000
1001AXZJX	02.12.2022 10.33.29,706000000
1001AXZJW	02.12.2022 10.32.15,256000000
1001AXZJR	02.12.2022 10.25.04,385000000
1001AXZJL	02.12.2022 10.18.29,987000000
1001AXZJK	02.12.2022 11.26.26,495000000
1001AXZJG	02.12.2022 10.16.15,017000000
1001AXZJC	02.12.2022 10.13.56,603000000
1001AXZJA	02.12.2022 10.04.11,659000000
1001AXZJ7	02.12.2022 10.10.46,110000000
1001AXZJ5	02.12.2022 09.59.20,747000000
1001AXZJ4	02.12.2022 10.03.15,723000000
1001AXZiZ	02.12.2022 09.53.58,797000000
1001AXZiW	03.12.2022 19.59.37,264000000
1001AXZiV	02.12.2022 09.45.52,185000000
1001AXZiU	02.12.2022 10.00.24,665000000
1001AXZiT	02.12.2022 09.39.52,986000000
1001AXZiR	02.12.2022 09.34.17,081000000
1001AXZiP	02.12.2022 09.27.50,790000000
1001AXZio	02.12.2022 09.34.25,685000000
1001AXZiN	02.12.2022 09.26.15,843000000
1001AXZii	02.12.2022 09.25.09,903000000
1001AXZiE	02.12.2022 09.16.05,344000000
1001AXZiC	08.12.2022 11.36.19,339000000
1001AXZiB	02.12.2022 09.11.19,569000000
1001AXZi7	02.12.2022 09.09.38,512000000
1001AXZi4	02.12.2022 09.13.33,166000000
1001AXZi2	02.12.2022 09.12.16,722000000
1001AXZHW	02.12.2022 08.30.49,525000000
1001AXZHU	02.12.2022 08.27.57,214000000
1001AXZHT	02.12.2022 08.36.31,059000000
1001AXZHR	02.12.2022 08.32.32,771000000
1001AXZHP	02.12.2022 08.21.11,406000000
1001AXZHL	02.12.2022 07.51.57,826000000
1001AXZHK	02.12.2022 07.52.02,381000000
1001AXZHG	02.12.2022 07.24.59,772000000
1001AXZHF	02.12.2022 07.29.49,776000000
1001AXZHE	02.12.2022 07.05.26,359000000
1001AXZHC	02.12.2022 06.59.47,822000000
1001AXZHB	02.12.2022 06.26.57,944000000
1001AXZHA	02.12.2022 05.46.27,652000000
1001AXZH9	03.12.2022 12.52.02,298000000
1001AXZH5	02.12.2022 04.08.45,295000000
1001AXZH3	02.12.2022 03.16.04,934000000
1001AXZH2	02.12.2022 02.59.22,218000000
1001AXZH1	02.12.2022 02.09.10,451000000
1001AXZH0	02.12.2022 01.39.34,485000000
1001AXZGY	02.12.2022 20.46.35,917000000
1001AXZGV	02.12.2022 00.24.12,633000000
1001AXZGT	02.12.2022 00.20.27,656000000
1001AXZGH	01.12.2022 23.34.17,400000000
1001AXZGG	01.12.2022 23.31.05,356000000
1001AXZGE	01.12.2022 23.22.32,327000000
1001AXZGB	01.12.2022 22.48.26,311000000
1001AXZG9	07.12.2022 00.09.22,934000000
1001AXZG8	01.12.2022 22.41.13,178000000
1001AXZG6	01.12.2022 22.31.14,825000000
1001AXZG0	01.12.2022 22.37.35,770000000
1001AXZFZ	01.12.2022 22.45.04,427000000
1001AXZFX	01.12.2022 22.14.42,971000000
1001AXZFV	01.12.2022 22.33.30,245000000
1001AXZFU	01.12.2022 22.12.08,878000000
1001AXZFS	01.12.2022 22.46.53,265000000
1001AXZFN	01.12.2022 22.02.19,194000000
1001AXZFM	01.12.2022 21.39.35,671000000
1001AXZFi	01.12.2022 21.39.10,144000000
1001AXZFH	01.12.2022 21.27.40,623000000
1001AXZFE	01.12.2022 21.17.05,201000000
1001AXZFD	04.12.2022 15.00.13,425000000
1001AXZFC	01.12.2022 21.09.18,310000000
1001AXZF6	01.12.2022 21.18.33,427000000
1001AXZF5	01.12.2022 20.52.02,157000000
1001AXZF4	01.12.2022 20.49.47,931000000
1001AXZF1	01.12.2022 20.46.58,374000000
1001AXZF0	01.12.2022 20.45.31,543000000
1001AXZEX	01.12.2022 20.30.00,511000000
1001AXZEV	01.12.2022 20.32.06,202000000
1001AXZET	05.12.2022 19.53.37,090000000
1001AXZES	01.12.2022 20.30.43,824000000
1001AXZEK	01.12.2022 20.18.16,382000000
1001AXZEi	01.12.2022 20.06.26,517000000
1001AXZEE	01.12.2022 20.17.10,114000000
1001AXZEC	01.12.2022 19.50.48,037000000
1001AXZE9	05.12.2022 10.08.06,341000000
1001AXZE8	01.12.2022 19.38.33,055000000
1001AXZE2	02.12.2022 09.40.23,696000000
1001AXZE0	01.12.2022 19.23.06,834000000
1001AXZDY	01.12.2022 19.22.44,027000000
1001AXZDW	01.12.2022 19.37.23,154000000
1001AXZDU	01.12.2022 19.20.26,909000000
1001AXZDT	01.12.2022 19.19.41,330000000
1001AXZDP	01.12.2022 19.13.58,186000000
1001AXZDo	01.12.2022 19.11.22,334000000
1001AXZDK	01.12.2022 19.18.42,297000000
1001AXZDi	01.12.2022 19.23.14,728000000
1001AXZDH	01.12.2022 19.41.33,728000000
1001AXZDG	01.12.2022 18.55.24,839000000
1001AXZDF	01.12.2022 18.56.46,441000000
1001AXZDE	01.12.2022 18.47.57,509000000
1001AXZDB	01.12.2022 18.47.38,646000000
1001AXZD5	01.12.2022 19.02.36,060000000
1001AXZD2	05.12.2022 07.32.48,992000000
1001AXZCW	01.12.2022 18.32.56,932000000
1001AXZCR	01.12.2022 18.22.15,111000000
1001AXZCo	01.12.2022 18.54.09,986000000
1001AXZCN	01.12.2022 18.15.26,450000000
1001AXZCL	01.12.2022 18.11.20,299000000
1001AXZCH	01.12.2022 18.11.46,900000000
1001AXZCG	01.12.2022 18.07.56,736000000
1001AXZCF	01.12.2022 18.17.00,551000000
1001AXZCE	01.12.2022 18.04.40,425000000
1001AXZCC	01.12.2022 18.29.16,099000000
1001AXZCA	01.12.2022 18.30.40,462000000
1001AXZC9	01.12.2022 17.53.46,278000000
1001AXZC5	01.12.2022 17.49.10,924000000
1001AXZBY	01.12.2022 17.35.43,173000000
1001AXZBV	01.12.2022 17.30.50,018000000
1001AXZBU	01.12.2022 17.29.35,145000000
1001AXZBS	01.12.2022 17.25.15,263000000
1001AXZBR	01.12.2022 17.30.07,196000000
1001AXZBQ	01.12.2022 18.46.17,243000000
1001AXZBP	01.12.2022 17.22.10,833000000
1001AXZBN	01.12.2022 17.30.51,705000000
1001AXZBL	01.12.2022 17.20.09,632000000
1001AXZBJ	01.12.2022 17.17.56,655000000
1001AXZBH	01.12.2022 17.16.03,574000000
1001AXZBE	01.12.2022 17.12.45,185000000
1001AXZBB	01.12.2022 17.28.57,157000000
1001AXZB8	01.12.2022 16.49.56,813000000
1001AXZB4	01.12.2022 16.45.23,208000000
1001AXZB1	01.12.2022 16.33.01,396000000
1001AXZAW	01.12.2022 16.32.57,688000000
1001AXZAo	01.12.2022 16.26.16,449000000
1001AXZAN	01.12.2022 16.23.32,554000000
1001AXZAL	01.12.2022 16.22.49,804000000
1001AXZAK	01.12.2022 16.24.02,085000000
1001AXZAJ	01.12.2022 16.18.45,059000000
1001AXZAi	01.12.2022 16.10.28,418000000
1001AXZAH	01.12.2022 16.04.04,136000000
1001AXZAB	01.12.2022 15.54.44,063000000
1001AXZA6	01.12.2022 15.56.54,469000000
1001AXZA0	01.12.2022 15.49.02,150000000
1001AXZ9Z	01.12.2022 16.00.55,039000000
1001AXZ9W	01.12.2022 15.54.21,952000000
1001AXZ9T	01.12.2022 15.48.50,336000000
1001AXZ9S	01.12.2022 15.47.16,546000000
1001AXZ9R	01.12.2022 15.46.30,431000000
1001AXZ9Q	01.12.2022 15.42.51,957000000
1001AXZ9o	01.12.2022 15.41.47,323000000
1001AXZ9N	01.12.2022 15.40.20,522000000
1001AXZ9M	01.12.2022 15.40.38,511000000
1001AXZ9J	01.12.2022 15.33.38,041000000
1001AXZ9E	01.12.2022 15.30.49,747000000
1001AXZ97	01.12.2022 15.39.12,176000000
1001AXZ96	01.12.2022 15.23.40,753000000
1001AXZ95	01.12.2022 15.29.46,027000000
1001AXZ94	01.12.2022 15.26.53,582000000
1001AXZ92	01.12.2022 15.32.56,919000000
1001AXZ91	01.12.2022 15.35.53,603000000
1001AXZ90	01.12.2022 15.16.44,560000000
1001AXZ8Z	01.12.2022 20.05.10,807000000
1001AXZ8Y	01.12.2022 15.13.30,813000000
1001AXZ8V	02.12.2022 14.44.23,982000000
1001AXZ8P	01.12.2022 14.59.25,360000000
1001AXZ8o	01.12.2022 14.58.19,650000000
1001AXZ8N	01.12.2022 14.57.14,187000000
1001AXZ8M	01.12.2022 15.00.11,244000000
1001AXZ8J	01.12.2022 14.54.54,875000000
1001AXZ8H	01.12.2022 15.05.48,371000000
1001AXZ8F	01.12.2022 14.52.03,887000000
1001AXZ89	02.12.2022 08.46.59,169000000
1001AXZ88	01.12.2022 14.46.39,239000000
1001AXZ87	01.12.2022 14.46.05,477000000
1001AXZ85	01.12.2022 14.48.42,028000000
1001AXZ81	01.12.2022 14.41.44,147000000
1001AXZ80	01.12.2022 14.39.06,410000000
1001AXZ7Z	01.12.2022 15.42.13,212000000
1001AXZ7Y	01.12.2022 14.40.16,141000000
1001AXZ7X	01.12.2022 14.40.41,584000000
1001AXZ7W	01.12.2022 14.37.36,170000000
1001AXZ7P	01.12.2022 14.46.38,519000000
1001AXZ7o	01.12.2022 14.45.11,000000000
1001AXZ7N	01.12.2022 14.26.13,797000000
1001AXZ7M	01.12.2022 14.25.27,246000000
1001AXZ7L	01.12.2022 14.27.35,229000000
1001AXZ7K	01.12.2022 14.45.38,868000000
1001AXZ7i	01.12.2022 14.24.31,717000000
1001AXZ7F	01.12.2022 14.23.28,265000000
1001AXZ7C	01.12.2022 14.21.38,532000000
1001AXZ79	01.12.2022 14.20.38,474000000
1001AXZ78	01.12.2022 14.28.20,123000000
1001AXZ77	01.12.2022 14.19.21,969000000
1001AXZ75	01.12.2022 14.20.56,278000000
1001AXZ72	01.12.2022 14.14.50,949000000
1001AXZ71	01.12.2022 16.04.52,389000000
1001AXZ6X	01.12.2022 14.11.17,116000000
1001AXZ6W	01.12.2022 14.11.17,618000000
1001AXZ6R	01.12.2022 14.11.04,229000000
1001AXZ6Q	01.12.2022 14.01.00,718000000
1001AXZ6M	07.12.2022 16.19.25,570000000
1001AXZ6J	01.12.2022 13.59.13,396000000
1001AXZ6F	01.12.2022 13.54.05,785000000
1001AXZ6B	01.12.2022 13.58.10,652000000
1001AXZ68	01.12.2022 13.57.44,374000000
1001AXZ67	01.12.2022 14.01.35,644000000
1001AXZ63	01.12.2022 13.53.33,806000000
1001AXZ60	01.12.2022 13.54.43,949000000
1001AXZ5X	01.12.2022 13.40.27,411000000
1001AXZ5V	01.12.2022 13.38.55,801000000
1001AXZ5K	05.12.2022 22.10.16,064000000
1001AXZ5H	01.12.2022 13.31.44,668000000
1001AXZ5C	01.12.2022 13.36.00,871000000
1001AXZ5A	01.12.2022 13.30.44,487000000
1001AXZ57	01.12.2022 13.31.59,672000000
1001AXZ56	05.12.2022 20.05.53,237000000
1001AXZ55	01.12.2022 13.26.56,676000000
1001AXZ52	01.12.2022 13.30.11,211000000
1001AXZ51	01.12.2022 13.25.10,360000000
1001AXZ4Z	01.12.2022 13.22.17,335000000
1001AXZ4N	02.12.2022 14.22.56,652000000
1001AXZ4J	02.12.2022 14.50.37,219000000
1001AXZ4i	06.12.2022 16.22.40,912000000
1001AXZ4F	01.12.2022 19.01.24,640000000
1001AXZ4D	01.12.2022 12.47.48,607000000
1001AXZ4B	01.12.2022 13.25.03,351000000
1001AXZ47	01.12.2022 12.41.21,154000000
1001AXZ44	01.12.2022 12.52.53,509000000
1001AXZ43	01.12.2022 12.47.06,703000000
1001AXZ42	01.12.2022 12.37.35,603000000
1001AXZ41	01.12.2022 12.51.17,810000000
1001AXZ40	06.12.2022 13.30.48,073000000
1001AXZ3Y	01.12.2022 12.45.07,301000000
1001AXZ3S	01.12.2022 12.41.59,894000000
1001AXZ3R	01.12.2022 12.23.39,942000000
1001AXZ3P	01.12.2022 12.19.39,743000000
1001AXZ3o	01.12.2022 12.21.26,277000000
1001AXZ3L	01.12.2022 13.28.35,367000000
1001AXZ3K	01.12.2022 12.14.27,774000000
1001AXZ3J	01.12.2022 12.11.01,261000000
1001AXZ3i	01.12.2022 12.21.25,163000000
1001AXZ3H	01.12.2022 12.15.47,872000000
1001AXZ3G	01.12.2022 12.11.07,334000000
1001AXZ3F	01.12.2022 12.10.51,450000000
1001AXZ3E	01.12.2022 12.07.18,654000000
1001AXZ3C	01.12.2022 12.02.38,120000000
1001AXZ3B	01.12.2022 12.05.03,413000000
1001AXZ3A	01.12.2022 12.05.17,143000000
1001AXZ39	01.12.2022 12.05.47,186000000
1001AXZ38	03.12.2022 16.29.40,000000000
1001AXZ35	01.12.2022 12.03.28,184000000
1001AXZ33	01.12.2022 11.59.30,009000000
1001AXZ32	01.12.2022 11.57.01,663000000
1001AXZ31	01.12.2022 11.55.02,901000000
1001AXZ2Z	01.12.2022 11.58.11,625000000
1001AXZ2Y	01.12.2022 11.55.07,351000000
1001AXZ2V	01.12.2022 12.01.21,982000000
1001AXZ2T	01.12.2022 12.08.34,081000000
1001AXZ2Q	01.12.2022 11.51.18,797000000
1001AXZ2P	01.12.2022 11.48.42,054000000
1001AXZ2o	01.12.2022 11.46.20,559000000
1001AXZ2M	01.12.2022 11.43.44,708000000
1001AXZ2G	01.12.2022 11.38.42,020000000
1001AXZ2C	01.12.2022 11.35.59,230000000
1001AXZ2A	01.12.2022 11.36.21,500000000
1001AXZ29	01.12.2022 11.36.16,329000000
1001AXZ28	01.12.2022 11.31.55,316000000
1001AXZ27	01.12.2022 11.51.10,951000000
1001AXZ25	01.12.2022 11.40.06,539000000
1001AXZ1Z	01.12.2022 11.35.30,935000000
1001AXZ1W	01.12.2022 11.33.34,753000000
1001AXZ1S	01.12.2022 11.23.39,938000000
1001AXZ1R	01.12.2022 11.33.44,450000000
1001AXZ1L	01.12.2022 11.19.31,410000000
1001AXZ1J	01.12.2022 11.16.01,164000000
1001AXZ1i	01.12.2022 11.14.09,117000000
1001AXZ1H	01.12.2022 11.16.49,804000000
1001AXZ1F	01.12.2022 11.12.26,252000000
1001AXZ1A	01.12.2022 11.05.43,390000000
1001AXZ18	07.12.2022 10.16.33,809000000
1001AXZ14	01.12.2022 11.23.52,811000000
1001AXZ10	01.12.2022 11.00.52,451000000
1001AXZ0U	01.12.2022 10.53.14,541000000
1001AXZ0R	01.12.2022 10.43.58,451000000
1001AXZ0Q	01.12.2022 10.56.22,437000000
1001AXZ0P	01.12.2022 11.05.41,274000000
1001AXZ0N	05.12.2022 08.18.02,982000000
1001AXZ0M	01.12.2022 10.49.06,312000000
1001AXZ0L	01.12.2022 10.35.33,002000000
1001AXZ0K	01.12.2022 10.37.38,502000000
1001AXZ0J	05.12.2022 08.08.35,626000000
1001AXZ0C	01.12.2022 10.27.12,524000000
1001AXZ09	01.12.2022 10.22.10,469000000
1001AXZ08	01.12.2022 10.47.21,145000000
1001AXZ05	01.12.2022 10.17.20,621000000
1001AXZ03	01.12.2022 10.16.28,065000000
1001AXYZX	01.12.2022 10.22.47,730000000
1001AXYZP	01.12.2022 10.00.46,457000000
1001AXYZN	01.12.2022 09.59.23,055000000
1001AXYZJ	01.12.2022 10.04.05,598000000
1001AXYZH	01.12.2022 09.57.40,906000000
1001AXYZF	01.12.2022 09.59.05,735000000
1001AXYZ9	01.12.2022 09.46.03,209000000
1001AXYZ0	01.12.2022 09.33.56,859000000
1001AXYYY	01.12.2022 09.32.45,611000000
1001AXYYU	01.12.2022 09.27.47,126000000
1001AXYYS	01.12.2022 09.27.16,966000000
1001AXYYN	01.12.2022 09.29.52,725000000
1001AXYYM	01.12.2022 09.21.44,437000000
1001AXYYH	01.12.2022 09.16.04,512000000
1001AXYYG	01.12.2022 09.15.48,601000000
1001AXYYD	01.12.2022 09.11.26,132000000
1001AXYYC	01.12.2022 09.16.44,930000000
1001AXYYB	01.12.2022 09.09.39,644000000
1001AXYYA	01.12.2022 09.14.30,490000000
1001AXYY9	01.12.2022 09.04.04,782000000
1001AXYY8	01.12.2022 09.05.37,459000000
1001AXYY6	01.12.2022 09.13.42,940000000
1001AXYY5	01.12.2022 09.09.43,105000000
1001AXYY3	01.12.2022 09.14.18,313000000
1001AXYY2	01.12.2022 08.58.06,768000000
1001AXYY1	01.12.2022 08.49.39,997000000
1001AXYY0	01.12.2022 09.04.10,067000000
1001AXYXY	01.12.2022 08.49.28,935000000
1001AXYXV	01.12.2022 08.27.24,501000000
1001AXYXU	01.12.2022 22.08.16,545000000
1001AXYXT	01.12.2022 08.18.16,028000000
1001AXYXS	01.12.2022 08.15.02,451000000
1001AXYXQ	01.12.2022 08.05.12,563000000
1001AXYXP	01.12.2022 08.05.07,488000000
1001AXYXN	01.12.2022 07.57.35,788000000
1001AXYXM	01.12.2022 07.48.13,745000000
1001AXYXK	01.12.2022 07.44.51,968000000
1001AXYXE	01.12.2022 06.55.37,028000000
1001AXYXD	01.12.2022 06.53.49,813000000
1001AXYXC	01.12.2022 06.50.38,866000000
1001AXYXA	03.12.2022 12.03.08,026000000
1001AXYX9	01.12.2022 06.13.31,527000000
1001AXYX6	01.12.2022 05.32.57,627000000
1001AXYX5	01.12.2022 05.56.53,484000000
1001AXYX4	01.12.2022 05.29.04,156000000
1001AXYX2	01.12.2022 04.01.59,875000000
1001AXYX0	01.12.2022 12.41.06,160000000
1001AXYWY	01.12.2022 03.08.19,135000000
1001AXYWX	01.12.2022 03.01.31,444000000
1001AXYWW	01.12.2022 02.26.28,755000000
1001AXYWS	01.12.2022 02.22.03,387000000
1001AXYWR	01.12.2022 01.27.02,194000000
1001AXYWP	01.12.2022 01.26.39,668000000
1001AXYWM	01.12.2022 01.01.40,901000000
1001AXYWL	01.12.2022 01.07.14,102000000
1001AXYWi	01.12.2022 00.35.12,296000000
1001AXYWH	01.12.2022 00.16.06,309000000
1001AXYWF	01.12.2022 00.07.09,258000000
